GeneID	Patient4	Patient5	Patient6	Patient7	Patient8	Patient9	Patient10	Patient11	Patient12
10465_at	6.46011044	6.262916112	6.526913142	7.137633882	6.948218842	6.958948337	6.714025644	6.637878104	6.816848313
100131164_at	6.831205824	6.958207689	6.747962085	7.160944134	6.755929599	6.419638903	6.673365236	6.773173513	6.973826396
10368_at	7.027415883	6.72778402	6.771914266	7.203346006	6.637304277	7.017130353	6.758013505	6.845172047	6.886354081
10155_at	7.335916338	7.345925694	7.025643659	7.266098985	7.302060533	7.083559866	6.922484879	7.088146639	7.315963379
10342_at	7.032175685	7.213117313	6.960823048	7.285787442	6.974425075	7.251771497	7.048560656	7.12336537	7.040042368
10106_at	7.312502903	7.22928454	7.285174107	7.305438122	7.191515484	7.311755628	7.340226438	7.428234033	7.40718302
103910_at	6.643911426	5.978586939	6.161740409	7.335034712	6.390835156	6.557823889	6.497426158	6.28661843	6.190582331
10205_at	7.207932775	7.336181735	7.354344515	7.33662301	7.417517171	7.29306053	7.331282908	7.107035208	7.400328288
100130130_at	7.295019971	6.960888101	7.270702008	7.35122598	7.306548128	7.335139398	7.353301539	7.545264662	7.1013415
10313_at	6.588483752	7.045816551	6.562639587	7.381341167	7.091224089	7.239008547	6.893225421	6.66535008	6.394517489
10245_at	6.950075847	7.605017547	7.41742884	7.398076376	7.294767083	7.318147382	6.980697454	6.914521973	7.250083969
10522_at	7.087457029	7.380000268	7.213615632	7.414257053	7.672250598	7.497419823	7.210240519	7.223807785	7.040077849
10329_at	7.703939137	7.449417679	7.428211589	7.474152945	7.334457368	7.50987239	7.506746005	7.517988635	7.429311172
1045_at	7.281131439	7.49727914	7.800161532	7.49727914	7.347638573	7.209822702	7.511632811	7.449210039	7.602314601
10308_at	7.517357782	7.822861255	7.17540876	7.558145388	7.065378671	7.269382722	7.151413933	7.232127768	7.44180082
10528_at	7.528619312	7.348749283	7.418383738	7.591993532	7.327453058	7.18634122	7.098953263	7.463647486	7.297534511
10212_at	7.133989687	7.6284788	6.977280819	7.618626698	7.425216627	7.274548106	7.215671823	7.61402092	7.240346792
10389_at	6.876914161	6.92194956	7.682346155	7.646929295	7.563413618	7.595760787	7.373939192	7.472802168	7.421920067
100131005_at	7.390090601	7.845096939	7.74870846	7.649947088	7.431283929	7.47816873	7.693270352	7.700436304	7.734574656
100132129_at	7.579999223	7.804639433	8.17638902	7.678495845	7.78164685	7.892896686	7.850588989	7.768072292	7.884609205
10471_at	7.498323606	7.8511216	7.705974083	7.72884774	7.856551402	7.605914997	7.647467254	7.709410453	7.884632636
10362_at	7.310242667	7.292231929	7.369189575	7.754236183	7.394355086	7.362635592	7.140150056	7.232766598	7.477413238
10421_at	7.56140638	7.455862528	7.798640317	7.758462583	7.615257133	7.46961795	7.657659233	7.575238781	7.554511738
10019_at	7.905924218	7.738190778	7.613756578	7.883799718	7.597605646	7.30200704	7.706841439	7.647337635	7.847251425
10169_at	7.766074449	8.063102039	8.291546498	7.903253332	7.993779533	7.873625554	7.90872774	8.129837746	7.761424119
10302_at	8.195679527	8.280351618	8.426386201	8.480162045	8.410497565	8.472983619	8.399947324	8.593339088	8.627190828
10498_at	8.652034993	8.521154296	8.347129515	8.656967707	8.421768077	8.62698536	8.621301101	8.635690039	8.870912427
10539_at	8.708189032	8.866635184	8.822925638	8.734548765	8.363209645	8.476029548	8.208292046	8.49245602	8.297982066
10086_at	10.33319637	10.04092527	10.65398552	10.52610802	10.7213564	10.45323661	10.20883966	9.894566342	10.4478133

